"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"54";-1,255;-0,028;-0,177;-0,082;1,898;0,047
"512";-0,01;-1,344;24,989;-1,524;-2,949;-0,394
"324";0,11;-0,896;1,28;0,023;-0,206;-0,028
"265";-0,01;3,302;-1,752;-1,524;0,365;0,047
"211";0,11;-0,896;0,001;0,023;2,075;-1,443
"1870";8,713;-0,028;-1,752;-1,524;-0,029;0,047
"vos";-0,836;0,072;0,001;6,126;-0,206;-1,443
"moyennant";15,76;3,302;-0,177;-1,524;-2,949;-2,165
"arrière";0,028;0,011;0,776;-1,185;-0,406;0,379
"900";42,274;-0,002;-1,558;-1,354;-2,621;-1,925
"64";-0,976;0,011;-1,363;0;0,058;2,472
"55";8,713;-1,344;-0,177;0,438;-0,89;-0,394
"51";-1,115;-0,002;2,644;-0,025;0,001;-0,243
"48";4,766;-1,195;-1,558;-0,025;0,001;0,162
"421";0,001;1,023;-1,558;-1,354;6,171;-1,925
"38";-1,115;-0,002;-0,084;-0,025;0,711;0,162
"1897";0,028;0,011;-1,363;-1,185;1,249;0,379
"155";3,74;-0,028;0,233;-1,524;-0,89;0,047
"144";1,744;1,506;-1,363;0;0,058;-1,684
"115";8,713;-0,028;-1,752;-1,524;1,898;-2,165
"quelques_uns";0,001;1,023;0,446;-0,025;-2,621;0,162
"nôtre";-0,836;0,072;1,28;0,023;-1,965;0,748
"nulle";0,028;-1,045;3,628;0;-2,293;0,379
"envers";-1,115;-0,002;-1,558;-1,354;-0,637;15,855
"ci_dessus";-1,115;-0,002;-1,558;-0,025;6,171;-0,243
"93";2,492;2,2;-1,168;-1,015;-0,206;-0,028
"85";-1,115;-1,195;-0,084;-0,025;6,171;-0,243
"46";6,124;12,091;-1,363;-1,185;-2,293;-1,684
"425";-0,976;32,798;-0,021;-1,185;-2,293;-1,684
"261";0,028;5,533;-1,363;-1,185;1,249;-1,684
"258";-0,976;-1,045;0,776;10,311;-2,293;-0,116
"240";-0,697;-0,746;0,051;-0,846;0,634;1,362
"1904";1,246;-0,448;-0,584;-0,508;0,122;0,374
"1901";2,492;-0,896;-1,168;0,023;2,075;-1,443
"1892";2,492;0,072;-1,168;0,023;0,243;-1,443
"180";6,124;-1,045;-0,021;-1,185;-2,293;2,472
"122";0,11;2,2;0,001;-1,015;-0,206;-0,028
"1000";-0,836;-0,896;-1,168;0,023;2,075;0,748
"tu";-0,836;-0,896;-1,168;35,498;-1,965;-1,443
"mi";-0,836;0,072;-1,168;1,727;-0,206;0,748
"maints";-0,836;2,2;-1,168;0,023;-0,206;0,748
"desquels";-0,836;2,2;-1,168;1,727;0,243;-1,443
"debout";-0,557;-0,597;-0,778;-0,677;0;7,924
"cents";-0,836;-0,896;0,001;0,023;-0,206;3,603
"82";-0,976;-1,045;-0,021;0;3,979;-0,116
"61";1,744;0,011;-0,021;-1,185;-0,406;0,379
"57";0,028;1,506;-1,363;1,126;-2,293;0,379
"350";6,124;-1,045;-1,363;0;0,058;-0,116
"264";-0,836;15,314;-1,168;-1,015;-0,206;-0,028
"256";-0,557;4,853;-0,778;-0,677;1,383;-0,962
"225";-0,557;0,511;-0,778;4,083;0;-0,962
"1909";0,282;3,232;-0,973;-0,846;-0,058;0,001
"1898";-0,557;26,818;-0,778;-0,677;-1,31;-0,962
"1838";0,028;-1,045;-0,021;-1,185;1,249;0,379
"1800";3,596;-0,746;0,051;-0,846;0,634;-1,203
"162";2,492;0,072;0,001;-1,015;-1,965;0,748
"1600";2,492;0,072;-1,168;-1,015;0,243;-0,028
"159";0,608;-0,597;-0,778;-0,677;1,383;0,081
"152";-0,836;-0,896;5,006;0,023;-0,206;-0,028
"1500";2,492;-0,896;-1,168;-1,015;-0,206;3,603
"141";-0,836;2,2;0,001;-1,015;-1,965;3,603
"votre";-0,697;0,218;0,051;2,636;-1,637;0,001
"quelqu_un";-0,836;-0,896;-1,168;13,221;-1,965;0,748
"quarante";-0,697;0,218;-0,973;8,382;-1,637;0,001
"puissamment";-0,697;-0,746;2,064;2,636;-1,637;0,001
"maintes";-0,836;2,2;-1,168;-1,015;0,243;0,748
"jadis";-0,836;-0,896;0,001;1,727;-0,206;0,748
"extra";-0,557;0,511;-0,778;-0,677;1,383;0,081
"cinquante";0,11;0,072;-1,168;0,023;-1,965;3,603
"ci";0,282;-0,746;-0,973;0,124;0,634;0,001
"auparavant";0,11;0,072;-1,168;6,126;-1,965;-0,028
"98";0,608;4,853;-0,778;-0,677;0;-0,962
"95";0,282;3,232;2,064;-0,846;-1,637;-1,203
"92";-0,697;3,232;-0,973;-0,846;-0,058;1,362
"67";2,492;-0,896;-1,168;0,023;2,075;-1,443
"62";0,11;2,2;0,001;-1,015;-1,965;0,748
"59";10,639;0,218;0,051;-0,846;-1,637;-1,203
"58";7,982;0,072;0,001;-1,015;-0,206;-1,443
"49";-0,697;0,218;-0,973;0,124;0,634;0,001
"47";0,11;2,2;-1,168;0,023;-0,206;-0,028
"37";0,11;2,2;0,001;-1,015;-1,965;0,748
"312";0,11;0,072;0,001;-1,015;2,075;-1,443
"2000";-0,836;-0,896;-1,168;1,727;-0,206;3,603
"1934";-0,836;15,314;-1,168;-1,015;0,243;-1,443
"1899";3,596;0,218;-0,973;-0,846;0,634;-1,203
"1893";7,982;-0,896;-1,168;-1,015;2,075;-1,443
"1889";10,639;0,218;-0,973;-0,846;-0,058;-1,203
"1884";2,492;2,2;0,001;-1,015;-1,965;-0,028
"1835";16,58;-0,896;0,001;0,023;-1,965;-1,443
"161";0,282;3,232;-0,973;-0,846;-1,637;1,362
"142";0,282;0,218;0,051;-0,846;0,634;-1,203
"123";-0,697;0,218;-0,973;0,124;0,634;0,001
"111";0,282;0,218;-0,973;0,124;0,634;-1,203
"105";0,11;7,281;-1,168;-1,015;-1,965;0,748
"vive";-0,697;0,218;0,051;0,124;-0,058;0,001
"vingt_quatre";0,282;-0,746;-0,973;0,124;-1,637;5,284
"toi";-0,557;-0,597;-0,778;11,851;0;-0,962
"tandis_qu";-0,557;0,511;0,223;-0,677;0;0,081
"salut";0,282;3,232;0,051;-0,846;-1,637;0,001
"néanmoins";-0,557;0,511;-0,778;0,359;0;0,081
"mlle";-0,557;4,853;-0,778;4,083;-1,31;-0,962
"mes";-0,557;-0,597;-0,778;0,359;1,383;0,081
"madame";10,639;-0,746;-0,973;0,124;-1,637;0,001
"dia";10,639;0,218;-0,973;-0,846;-0,058;-1,203
"desquelles";-0,557;-0,597;20,572;-0,677;-1,31;-0,962
"91";0,282;-0,746;-0,973;-0,846;3,363;0,001
"83";-0,697;-0,746;-0,973;-0,846;3,363;1,362
"81";0,282;-0,746;0,051;-0,846;3,363;-1,203
"77";3,596;-0,746;-0,973;-0,846;-0,058;1,362
"76";0,282;-0,746;-0,973;0,124;-0,058;1,362
"73";-0,557;-0,597;3,337;0,359;-1,31;0,081
"725";-0,557;-0,597;-0,778;-0,677;12,226;-0,962
"69";1,246;-0,448;-0,584;-0,508;2,85;-0,721
"541";0,608;-0,597;-0,778;-0,677;1,383;0,081
"5000";0,282;-0,746;-0,973;0,124;-1,637;5,284
"424";-0,557;13,622;-0,778;-0,677;0;-0,962
"415";0,608;0,511;-0,778;-0,677;1,383;-0,962
"39";-0,557;0,511;0,223;0,359;0;-0,962
"323";0,282;-0,746;2,064;-0,846;0,634;-1,203
"321";-0,557;-0,597;-0,778;-0,677;12,226;-0,962
"283";0,608;0,511;-0,778;-0,677;1,383;-0,962
"275";14,693;-0,597;-0,778;0,359;-1,31;-0,962
"232";0,282;-0,746;-0,973;2,636;0,634;-1,203
"1902";0,282;-0,746;0,051;2,636;-1,637;0,001
"1896";0,282;-0,746;-0,973;-0,846;3,363;0,001
"1891";0,608;-0,597;-0,778;4,083;0;-0,962
"1886";0,608;4,853;-0,778;-0,677;-1,31;0,081
"1880";10,639;-0,746;-0,973;-0,846;0,634;-1,203
"1875";0,282;0,218;-0,973;-0,846;-0,058;1,362
"1867";10,639;-0,746;0,051;-0,846;-0,058;-1,203
"1866";3,596;-0,746;-0,973;-0,846;3,363;-1,203
"1860";1,246;-0,448;-0,584;-0,508;2,85;-0,721
"1850";8,287;-0,448;-0,584;-0,508;-0,982;0,374
"1830";3,596;0,218;-0,973;0,124;-0,058;-1,203
"160";0,282;-0,746;-0,973;-0,846;-1,637;11,767
"154";1,246;-0,448;0,64;-0,508;-0,982;0,374
"153";-0,697;-0,746;2,064;0,124;-0,058;0,001
"133";-0,697;3,232;2,064;-0,846;-1,637;0,001
"121";-0,418;-0,448;0,64;-0,508;-0,982;4,295
"114";3,596;-0,746;0,051;0,124;-0,058;-1,203
"110";10,639;-0,746;-0,973;-0,846;-0,058;0,001
"106";0,608;0,511;-0,778;-0,677;1,383;-0,962
"05";-0,697;-0,746;-0,973;0,124;-1,637;11,767
"04";0,608;-0,597;-0,778;0,359;0;0,081
"03";-0,418;-0,448;-0,584;-0,508;-0,982;12,485
"01";0,608;0,511;-0,778;0,359;-1,31;0,081
"sien";-0,557;-0,597;-0,778;23,66;-1,31;-0,962
"sic";-0,557;-0,597;-0,778;4,083;1,383;-0,962
"quoique";-0,557;-0,597;10,12;-0,677;0;-0,962
"ma";-0,557;-0,597;-0,778;23,66;-1,31;-0,962
"inter";8,287;1,1;-0,584;-0,508;-0,982;-0,721
"hélas";-0,557;0,511;0,223;0,359;-1,31;0,081
"hier";-0,418;-0,448;5,588;-0,508;-0,982;0,374
"da";-0,418;1,1;-0,584;-0,508;0,122;0,374
"ceux_là";-0,557;0,511;-0,778;0,359;0;0,081
"alerte";-0,557;0,511;-0,778;0,359;-1,31;2,402
"99";0,608;-0,597;-0,778;0,359;1,383;-0,962
"96";-0,557;0,511;0,223;-0,677;-1,31;2,402
"88";0,608;-0,597;-0,778;-0,677;1,383;0,081
"87";0,608;-0,597;0,223;0,359;0;-0,962
"86";0,608;-0,597;-0,778;4,083;0;-0,962
"84";0,608;-0,597;0,223;-0,677;1,383;-0,962
"79";0,608;0,511;-0,778;4,083;-1,31;-0,962
"71";-0,418;1,1;0,64;-0,508;-0,982;0,374
"678";8,287;-0,448;-0,584;0,863;-0,982;-0,721
"660";5,32;-0,597;0,223;-0,677;-1,31;0,081
"360";-0,557;-0,597;-0,778;4,083;-1,31;2,402
"322";-0,418;-0,448;-0,584;-0,508;9,169;-0,721
"320";1,246;-0,448;-0,584;0,863;0,122;-0,721
"3000";-0,557;-0,597;-0,778;0,359;-1,31;7,924
"230";-0,557;0,511;0,223;-0,677;1,383;-0,962
"220";-0,557;0,511;-0,778;-0,677;-1,31;7,924
"218";8,287;1,1;-0,584;-0,508;-0,982;-0,721
"215";0,608;-0,597;-0,778;-0,677;0;2,402
"213";-0,418;-0,448;-0,584;-0,508;2,85;0,374
"1903";14,693;-0,597;-0,778;-0,677;0;-0,962
"190";-0,557;-0,597;-0,778;0,359;5,459;-0,962
"1890";0,608;-0,597;0,223;0,359;-1,31;0,081
"1885";0,608;-0,597;-0,778;-0,677;5,459;-0,962
"1882";1,246;-0,448;-0,584;-0,508;0,122;0,374
"1878";8,287;1,1;-0,584;-0,508;-0,982;-0,721
"1853";5,32;0,511;-0,778;-0,677;0;-0,962
"1844";14,693;-0,597;-0,778;-0,677;0;-0,962
"1842";1,246;1,1;-0,584;-0,508;0,122;-0,721
"1750";5,32;0,511;-0,778;0,359;-1,31;-0,962
"175";-0,557;0,511;-0,778;-0,677;-1,31;7,924
"170";-0,557;0,511;-0,778;-0,677;0;2,402
"168";5,32;-0,597;-0,778;-0,677;0;0,081
"164";0,608;-0,597;0,223;-0,677;1,383;-0,962
"158";-0,557;-0,597;0,223;-0,677;0;2,402
"1520";-0,557;-0,597;-0,778;4,083;0;0,081
"151";-0,557;-0,597;0,223;0,359;0;0,081
"143";14,693;-0,597;-0,778;-0,677;-1,31;0,081
"140";0,608;-0,597;0,223;-0,677;0;0,081
"132";-0,557;0,511;10,12;-0,677;-1,31;-0,962
"131";1,246;-0,448;0,64;0,863;-0,982;-0,721
"130";0,608;-0,597;-0,778;-0,677;0;2,402
"113";1,246;-0,448;0,64;-0,508;-0,982;0,374
"107";-0,418;1,1;-0,584;0,863;0,122;-0,721
"ça";-0,418;1,1;-0,584;6,609;-0,982;-0,721
"à_l_instar";-0,418;-0,448;0,64;-0,508;0,122;0,374
"volontiers";-0,418;1,1;-0,584;-0,508;0,122;0,374
"vingt_cinq";-0,418;-0,448;-0,584;0,863;2,85;-0,721
"quinze";1,246;-0,448;-0,584;-0,508;-0,982;4,295
"pseudo";-0,418;-0,448;-0,584;6,609;-0,982;0,374
"oui";1,246;-0,448;-0,584;-0,508;0,122;0,374
"onze";-0,418;1,1;0,64;-0,508;0,122;-0,721
"nulles";-0,418;-0,448;-0,584;0,863;-0,982;4,295
"nous_mêmes";-0,418;-0,448;5,588;0,863;-0,982;-0,721
"n_est_ce_pas";-0,418;1,1;-0,584;6,609;-0,982;-0,721
"monsieur";8,287;-0,448;-0,584;-0,508;-0,982;0,374
"dommage";1,246;1,1;0,64;-0,508;-0,982;-0,721
"dessus";-0,418;-0,448;-0,584;0,863;0,122;0,374
"dedans";-0,418;-0,448;-0,584;6,609;0,122;-0,721
"ci_contre";-0,418;-0,448;0,64;-0,508;2,85;-0,721
"auprès";-0,418;-0,448;0,64;-0,508;2,85;-0,721
"97";-0,418;7,654;-0,584;-0,508;0,122;-0,721
"780";8,287;-0,448;-0,584;-0,508;0,122;-0,721
"78";-0,418;-0,448;-0,584;6,609;0,122;-0,721
"74";-0,418;-0,448;15,428;-0,508;-0,982;-0,721
"568";-0,418;-0,448;-0,584;6,609;0,122;-0,721
"480";-0,418;-0,448;-0,584;0,863;0,122;0,374
"443";1,246;-0,448;-0,584;-0,508;0,122;0,374
"423";-0,418;1,1;-0,584;-0,508;2,85;-0,721
"420";8,287;-0,448;-0,584;-0,508;-0,982;0,374
"4000";-0,418;-0,448;-0,584;-0,508;2,85;0,374
"375";21,543;-0,448;-0,584;-0,508;-0,982;-0,721
"363";-0,418;-0,448;-0,584;-0,508;0,122;4,295
"362";-0,418;-0,448;-0,584;-0,508;-0,982;12,485
"346";1,246;1,1;-0,584;-0,508;0,122;-0,721
"342";1,246;-0,448;-0,584;-0,508;0,122;0,374
"334";1,246;-0,448;-0,584;-0,508;0,122;0,374
"325";1,246;-0,448;0,64;-0,508;0,122;-0,721
"313";1,246;1,1;-0,584;-0,508;0,122;-0,721
"274";-0,418;-0,448;5,588;-0,508;0,122;-0,721
"260";1,246;1,1;-0,584;-0,508;0,122;-0,721
"254";1,246;1,1;0,64;-0,508;-0,982;-0,721
"226";-0,418;-0,448;-0,584;6,609;0,122;-0,721
"214";8,287;-0,448;-0,584;-0,508;-0,982;0,374
"210";1,246;-0,448;0,64;0,863;-0,982;-0,721
"208";-0,418;-0,448;-0,584;-0,508;2,85;0,374
"192";-0,418;-0,448;0,64;-0,508;2,85;-0,721
"1888";8,287;-0,448;-0,584;-0,508;0,122;-0,721
"188";-0,418;1,1;-0,584;-0,508;0,122;0,374
"1879";1,246;-0,448;-0,584;-0,508;0,122;0,374
"1862";1,246;-0,448;-0,584;0,863;-0,982;0,374
"1851";-0,418;7,654;-0,584;0,863;-0,982;-0,721
"1846";1,246;-0,448;-0,584;-0,508;0,122;0,374
"1839";8,287;-0,448;-0,584;-0,508;-0,982;0,374
"1832";-0,418;-0,448;-0,584;-0,508;2,85;0,374
"1824";1,246;-0,448;-0,584;0,863;0,122;-0,721
"1818";8,287;-0,448;-0,584;-0,508;-0,982;0,374
"1817";8,287;-0,448;-0,584;-0,508;0,122;-0,721
"178";1,246;1,1;-0,584;-0,508;0,122;-0,721
"1778";1,246;-0,448;-0,584;0,863;0,122;-0,721
"172";1,246;-0,448;-0,584;-0,508;-0,982;4,295
"1672";8,287;-0,448;-0,584;-0,508;-0,982;0,374
"167";1,246;1,1;0,64;-0,508;-0,982;-0,721
"166";-0,418;1,1;-0,584;-0,508;-0,982;4,295
"1653";1,246;-0,448;-0,584;-0,508;0,122;0,374
"165";1,246;-0,448;-0,584;-0,508;0,122;0,374
"163";-0,418;1,1;-0,584;0,863;-0,982;0,374
"1595";1,246;-0,448;-0,584;-0,508;2,85;-0,721
"1546";1,246;-0,448;-0,584;-0,508;0,122;0,374
"1439";-0,418;-0,448;-0,584;-0,508;-0,982;12,485
"1436";-0,418;-0,448;-0,584;-0,508;-0,982;12,485
"137";-0,418;7,654;-0,584;0,863;-0,982;-0,721
"127";1,246;-0,448;-0,584;6,609;-0,982;-0,721
"1200";21,543;-0,448;-0,584;-0,508;-0,982;-0,721
"118";1,246;1,1;-0,584;-0,508;0,122;-0,721
"116";-0,418;7,654;0,64;-0,508;-0,982;-0,721
"103";1,246;1,1;-0,584;-0,508;0,122;-0,721
"*partie_5";-26,076;-18,721;486,551;-4,482;-35,669;-18,458
"*partie_4";-93,827;278,315;-8,04;-138,413;179,794;-58,704
"*partie_3";-8,505;-23,71;2,173;345,302;-46,631;-15,286
"*partie_2";167,193;-71,03;-381,64;24,544;-10,487;191,029
"*partie_1";-16,132;-10,842;556,624;-4,771;-32,655;-59,817
"*partie_0";-4,451;25,908;-5,641;-6,05;23,71;-12,127
